No.,Type,Line,Station_Code,Station_Name,Passenger_Arrival,Passenger_Departure,Date
225,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4021,3578,1/29/2022
226,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,4970,4895,1/29/2022
227,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1120,1145,1/29/2022
228,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2157,2075,1/29/2022
229,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,2359,2393,1/29/2022
230,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,4040,4266,1/29/2022
231,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1417,1325,1/29/2022
232,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,5254,5661,1/29/2022
233,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4159,3393,1/30/2022
234,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,4229,4192,1/30/2022
235,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,900,877,1/30/2022
236,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,1694,1687,1/30/2022
237,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,1884,2112,1/30/2022
238,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,3323,3635,1/30/2022
239,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1183,1043,1/30/2022
240,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,4598,5031,1/30/2022
241,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4427,3571,1/31/2022
242,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6053,5860,1/31/2022
243,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1853,1777,1/31/2022
244,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2797,2781,1/31/2022
245,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3280,3453,1/31/2022
246,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,5286,5884,1/31/2022
247,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1564,1575,1/31/2022
248,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,6434,6793,1/31/2022
249,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4671,3383,2/1/2022
250,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,5965,6108,2/1/2022
251,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1911,1843,2/1/2022
252,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2855,2891,2/1/2022
253,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3403,3524,2/1/2022
254,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,5384,6051,2/1/2022
255,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1596,1543,2/1/2022
256,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,6620,7062,2/1/2022
257,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4488,3711,2/2/2022
258,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6300,6278,2/2/2022
259,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2068,1948,2/2/2022
260,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3099,3114,2/2/2022
261,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3613,3599,2/2/2022
262,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,5592,6189,2/2/2022
263,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1677,1665,2/2/2022
264,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,6837,7170,2/2/2022
265,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4578,3925,2/3/2022
266,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6303,6139,2/3/2022
267,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2095,2021,2/3/2022
268,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3125,2969,2/3/2022
269,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3746,3691,2/3/2022
270,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,5502,6100,2/3/2022
271,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1692,1681,2/3/2022
272,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,6843,7358,2/3/2022
273,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,5186,4264,2/4/2022
274,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6796,6741,2/4/2022
275,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2143,2056,2/4/2022
276,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3191,3265,2/4/2022
277,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3884,4157,2/4/2022
278,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6204,6709,2/4/2022
279,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1717,1772,2/4/2022
280,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,8110,8267,2/4/2022
281,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4399,3367,2/5/2022
282,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,5442,5382,2/5/2022
283,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1271,1200,2/5/2022
284,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2303,2190,2/5/2022
285,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,2460,2712,2/5/2022
286,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,4079,4541,2/5/2022
287,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1271,1244,2/5/2022
288,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,6114,6703,2/5/2022
289,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,4439,3806,2/6/2022
